case_id,outcome
request for payment 34364,Payment Handled
request for payment 186266,Payment Handled
request for payment 30396,Payment Handled
request for payment 53212,Payment Handled
request for payment 53214,Payment Handled
request for payment 11203,Payment Handled
request for payment 11206,Rejected
request for payment 51750,Payment Handled
request for payment 30419,Payment Handled
request for payment 53271,Payment Handled
request for payment 52359,Payment Handled
request for payment 55739,Payment Handled
request for payment 13249,Payment Handled
request for payment 186494,Payment Handled
request for payment 186499,Payment Handled
request for payment 27213,Payment Handled
request for payment 27216,Payment Handled
request for payment 27258,Payment Handled
request for payment 57756,Payment Handled
request for payment 57758,Other
request for payment 58252,Rejected
request for payment 58253,Payment Handled
request for payment 186301,Payment Handled
request for payment 58298,Payment Handled
request for payment 58296,Payment Handled
request for payment 58335,Payment Handled
request for payment 186322,Payment Handled
request for payment 57493,Payment Handled
request for payment 57531,Payment Handled
request for payment 57547,Payment Handled
request for payment 33629,Payment Handled
request for payment 33626,Payment Handled
request for payment 57570,Payment Handled
request for payment 186466,Rejected
request for payment 34172,Payment Handled
request for payment 48206,Payment Handled
request for payment 48209,Payment Handled
request for payment 48251,Payment Handled
request for payment 57639,Payment Handled
request for payment 57636,Payment Handled
request for payment 48315,Payment Handled
request for payment 58373,Payment Handled
request for payment 58375,Payment Handled
request for payment 49048,Payment Handled
request for payment 49080,Payment Handled
request for payment 186113,Other
request for payment 49095,Payment Handled
request for payment 57866,Payment Handled
request for payment 49202,Payment Handled
request for payment 49204,Payment Handled
request for payment 186418,Payment Handled
request for payment 186470,Rejected
request for payment 27798,Payment Handled
request for payment 186254,Payment Handled
request for payment 49261,Payment Handled
request for payment 49941,Payment Handled
request for payment 49939,Payment Handled
request for payment 18272,Payment Handled
request for payment 186259,Payment Handled
request for payment 186277,Payment Handled
request for payment 58601,Other
request for payment 58603,Payment Handled
request for payment 58605,Payment Handled
request for payment 186282,Rejected
request for payment 34330,Payment Handled
request for payment 27872,Payment Handled
request for payment 18283,Payment Handled
request for payment 186488,Payment Handled
request for payment 58641,Payment Handled
request for payment 186286,Payment Handled
request for payment 29236,Payment Handled
request for payment 58659,Payment Handled
request for payment 58478,Payment Handled
request for payment 186515,Payment Handled
request for payment 186190,Payment Handled
request for payment 186141,Payment Handled
request for payment 58516,Payment Handled
request for payment 58541,Payment Handled
request for payment 58718,Rejected
request for payment 58717,Rejected
request for payment 58716,Rejected
request for payment 58553,Payment Handled
request for payment 50720,Payment Handled
request for payment 186146,Rejected
request for payment 18332,Payment Handled
request for payment 186150,Payment Handled
request for payment 186504,Payment Handled
request for payment 186156,Rejected
request for payment 35218,Payment Handled
request for payment 186510,Payment Handled
request for payment 13604,Payment Handled
request for payment 13601,Payment Handled
request for payment 13368,Payment Handled
request for payment 58807,Payment Handled
request for payment 58805,Payment Handled
request for payment 186221,Payment Handled
request for payment 186540,Payment Handled
request for payment 186545,Payment Handled
request for payment 35230,Payment Handled
request for payment 186550,Payment Handled
request for payment 13671,Payment Handled
request for payment 35264,Rejected
request for payment 29299,Payment Handled
request for payment 47726,Payment Handled
request for payment 47724,Payment Handled
request for payment 51429,Payment Handled
request for payment 35281,Payment Handled
request for payment 186195,Payment Handled
request for payment 186176,Payment Handled
request for payment 186524,Payment Handled
request for payment 186555,Payment Handled
request for payment 47804,Payment Handled
request for payment 13400,Payment Handled
request for payment 51548,Payment Handled
request for payment 51566,Payment Handled
request for payment 186520,Rejected
request for payment 186181,Payment Handled
request for payment 51582,Payment Handled
request for payment 26754,Payment Handled
request for payment 26751,Payment Handled
request for payment 47657,Payment Handled
request for payment 47678,Payment Handled
request for payment 14128,Payment Handled
request for payment 47694,Payment Handled
request for payment 47689,Payment Handled
request for payment 47692,Payment Handled
request for payment 48461,Payment Handled
request for payment 24355,Payment Handled
request for payment 48546,Payment Handled
request for payment 186576,Rejected
request for payment 186477,Payment Handled
request for payment 26499,Rejected
request for payment 186186,Rejected
request for payment 186580,Payment Handled
request for payment 28534,Payment Handled
request for payment 186200,Payment Handled
request for payment 18910,Payment Handled
request for payment 11741,Payment Handled
request for payment 11743,Payment Handled
request for payment 26796,Payment Handled
request for payment 186206,Rejected
request for payment 186529,Payment Handled
request for payment 48583,Payment Handled
request for payment 48594,Payment Handled
request for payment 26556,Payment Handled
request for payment 186397,Payment Handled
request for payment 186482,Payment Handled
request for payment 186130,Payment Handled
request for payment 186534,Payment Handled
request for payment 30623,Payment Handled
request for payment 30641,Payment Handled
request for payment 50272,Payment Handled
request for payment 50305,Payment Handled
request for payment 186402,Payment Handled
request for payment 186210,Payment Handled
request for payment 186136,Payment Handled
request for payment 48622,Payment Handled
request for payment 186306,Payment Handled
request for payment 186236,Payment Handled
request for payment 24397,Payment Handled
request for payment 18971,Payment Handled
request for payment 186312,Payment Handled
request for payment 186317,Payment Handled
request for payment 186241,Payment Handled
request for payment 28553,Payment Handled
request for payment 48748,Rejected
request for payment 186247,Payment Handled
request for payment 11908,Payment Handled
request for payment 50887,Payment Handled
request for payment 186412,Payment Handled
request for payment 49449,Other
request for payment 49447,Payment Handled
request for payment 186606,Payment Handled
request for payment 186272,Payment Handled
request for payment 49561,Payment Handled
request for payment 49581,Payment Handled
request for payment 23161,Payment Handled
request for payment 11373,Payment Handled
request for payment 12204,Payment Handled
request for payment 23793,Payment Handled
request for payment 12216,Payment Handled
request for payment 186331,Payment Handled
request for payment 13441,Payment Handled
request for payment 186291,Payment Handled
request for payment 186160,Payment Handled
request for payment 186296,Payment Handled
request for payment 186339,Payment Handled
request for payment 25033,Payment Handled
request for payment 186570,Payment Handled
request for payment 186561,Rejected
request for payment 23854,Payment Handled
request for payment 186166,Payment Handled
request for payment 186120,Payment Handled
request for payment 186565,Payment Handled
request for payment 186125,Payment Handled
request for payment 186171,Payment Handled
request for payment 12587,Payment Handled
request for payment 13213,Payment Handled
request for payment 13229,Payment Handled
request for payment 186589,Payment Handled
request for payment 186595,Payment Handled
request for payment 186601,Payment Handled
request for payment 186345,Payment Handled
request for payment 186350,Payment Handled
request for payment 186361,Payment Handled
request for payment 186366,Payment Handled
request for payment 186371,Payment Handled
request for payment 186355,Payment Handled
request for payment 186623,Payment Handled
request for payment 13067,Payment Handled
request for payment 186629,Payment Handled
request for payment 186617,Payment Handled
request for payment 186612,Payment Handled
